,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
1255,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,33-049,1989,10.7,0,4,0,0.0,0.37,0.00,0.00,,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,321a71a7
1256,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,26-018,1996,9.1,0,1,0,0.0,0.11,0.00,0.00,,23.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,9a64e67e
1257,Rafael Leão,pt POR,FWMF,Milan,it Serie A,23-172,1999,11.2,6,50,12,24.0,4.48,1.07,0.12,0.50,18.8,0,0,0,4.9,4.9,0.10,+1.1,+1.1,Matches,20730eae
1258,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31-217,1991,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2fa2a875
1259,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29-289,1993,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6c4776b1
1260,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29-188,1993,10.7,2,15,4,26.7,1.40,0.37,0.13,0.50,24.2,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches,f5044e54
1261,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,23-310,1999,12.2,0,6,0,0.0,0.49,0.00,0.00,,13.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,c4987edc
1262,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24-195,1998,6.9,0,2,1,50.0,0.29,0.15,0.00,0.00,19.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,7e12a98d
1263,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31-193,1991,10.5,3,14,5,35.7,1.33,0.47,0.21,0.60,25.9,8,0,0,1.1,1.1,0.08,+1.9,+1.9,Matches,6eaed4eb
1264,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29-209,1993,10.5,0,9,1,11.1,0.86,0.10,0.00,0.00,26.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,59b7d823
1265,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,27-017,1995,4.3,0,1,0,0.0,0.23,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,4dbd0916
1266,Dexter Lembikisa,jm JAM,DF,Wolves,eng Premier League,19-025,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0bdda685
1267,Mario Lemina,ga GAB,MFDF,Nice,fr Ligue 1,29-089,1993,8.0,0,5,2,40.0,0.62,0.25,0.00,0.00,19.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,2b471f99
1268,Tim Lemperle,de GER,FW,Köln,de Bundesliga,20-297,2002,0.4,0,1,0,0.0,2.57,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,792ffa71
1269,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27-165,1995,6.3,0,6,0,0.0,0.95,0.00,0.00,,14.1,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches,4f28a6ff
1270,Bernd Leno,de GER,GK,Fulham,eng Premier League,30-270,1992,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2628fd2b
1271,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,28-068,1994,5.2,0,6,2,33.3,1.15,0.38,0.00,0.00,23.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,bbd86530
1272,Sergio León,es ESP,FW,Valladolid,es La Liga,33-327,1989,6.9,5,14,11,78.6,2.02,1.58,0.29,0.36,17.3,0,1,2,3.1,1.6,0.11,+1.9,+2.4,Matches,0a0cc13c
1273,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,20-038,2002,9.2,0,10,0,0.0,1.08,0.00,0.00,,25.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,1e52971c
1274,Mehdi Léris,dz ALG,MFDF,Sampdoria,it Serie A,24-190,1998,9.4,0,10,4,40.0,1.06,0.42,0.00,0.00,11.5,0,0,0,1.5,1.5,0.15,-1.5,-1.5,Matches,7d3cbc67
1275,Jefferson Lerma,co COL,MFDF,Bournemouth,eng Premier League,28-035,1994,15.0,2,14,3,21.4,0.93,0.20,0.14,0.67,15.6,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches,9b5ce51a
1276,Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33-236,1989,13.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1e7aea56
1277,Léo Leroy,fr FRA,MFFW,Montpellier,fr Ligue 1,22-288,2000,2.8,0,4,1,25.0,1.41,0.35,0.00,0.00,18.9,1,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,fcc84a07
1278,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,34-100,1988,11.8,13,50,28,56.0,4.23,2.37,0.26,0.46,12.3,1,0,1,11.0,10.2,0.20,+2.0,+2.8,Matches,8d78e732
1279,Jamie Leweling,de GER,FW,Union Berlin,de Bundesliga,21-276,2001,1.3,0,5,3,60.0,3.85,2.31,0.00,0.00,14.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,13fe7b69
1280,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,24-308,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,efb9215a
1281,Rico Lewis,eng ENG,DFMF,Manchester City,eng Premier League,18-008,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b57e066e
1282,Keane Lewis-Potter,eng ENG,FWMF,Brentford,eng Premier League,21-280,2001,3.2,0,7,2,28.6,2.20,0.63,0.00,0.00,14.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,41f08ac8
1283,Dimitri Liénard,fr FRA,DFMF,Strasbourg,fr Ligue 1,34-289,1988,8.3,0,10,2,20.0,1.21,0.24,0.00,0.00,21.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,f7691f63
1284,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26-141,1996,15.0,0,5,0,0.0,0.33,0.00,0.00,,16.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,302527b2
1285,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,23-109,1999,8.5,1,5,3,60.0,0.59,0.35,0.20,0.33,15.7,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches,d6e53a3a
1286,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,28-135,1994,3.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f5deef4c
1287,Jesper Lindstrøm,dk DEN,MFFW,Eint Frankfurt,de Bundesliga,22-273,2000,10.1,6,31,14,45.2,3.07,1.38,0.19,0.43,18.2,4,0,0,5.1,5.1,0.16,+0.9,+0.9,Matches,37dc1a48
1288,Karol Linetty,pl POL,MF,Torino,it Serie A,27-300,1995,10.6,1,8,4,50.0,0.75,0.38,0.13,0.25,19.1,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Matches,d023d70f
1289,Jesse Lingard,eng ENG,FWMF,Nott'ham Forest,eng Premier League,29-349,1992,9.0,0,10,2,20.0,1.11,0.22,0.00,0.00,19.3,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches,810e3c74
1290,Pol Lirola,es ESP,DF,Elche,es La Liga,25-108,1997,6.1,1,1,1,100.0,0.16,0.16,1.00,1.00,10.5,0,0,0,0.2,0.2,0.20,+0.8,+0.8,Matches,ff800ed8
1291,Mateusz Lis,pl POL,GK,Troyes,fr Ligue 1,25-275,1997,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fd78b105
1292,Marcin Listkowski,pl POL,MFFW,Lecce,it Serie A,24-292,1998,0.9,0,1,0,0.0,1.17,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,a3695ac2
1293,Dejan Ljubicic,at AUT,MF,Köln,de Bundesliga,25-052,1997,6.2,3,15,5,33.3,2.41,0.80,0.20,0.60,22.3,0,0,0,1.2,1.2,0.08,+1.8,+1.8,Matches,c455a2b2
1294,Javier Llabrés,,FW,Mallorca,es La Liga,,,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,38b0cf42
1295,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,29-105,1993,7.0,0,6,0,0.0,0.86,0.00,0.00,,12.5,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches,bba30585
1296,Marcos Llorente,es ESP,DFMF,Atlético Madrid,es La Liga,27-303,1995,7.4,1,8,1,12.5,1.09,0.14,0.13,1.00,17.3,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches,02c15616
1297,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,35-338,1986,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8f62b6ee
1298,Giovani Lo Celso,ar ARG,MFFW,Villarreal,es La Liga,26-234,1996,5.8,1,13,3,23.1,2.25,0.52,0.08,0.33,20.6,0,0,0,1.3,1.3,0.10,-0.3,-0.3,Matches,d7553721
1299,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,28-004,1994,13.5,1,3,1,33.3,0.22,0.07,0.33,1.00,19.7,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches,e1cbb531
1300,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,24-325,1998,10.8,0,11,4,36.4,1.02,0.37,0.00,0.00,26.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,a8a874f1
1301,Luka Lochoshvili,ge GEO,DF,Cremonese,it Serie A,24-184,1998,10.7,0,4,1,25.0,0.37,0.09,0.00,0.00,20.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,c8ad0857
1302,Banzouzi Locko,fr FRA,DF,Reims,fr Ligue 1,20-207,2002,11.7,0,5,0,0.0,0.43,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,40221fa7
1303,Renan Lodi,br BRA,DF,Nott'ham Forest,eng Premier League,24-235,1998,5.6,0,4,0,0.0,0.71,0.00,0.00,,13.7,1,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches,ed9f7cfe
1304,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,eng Premier League,26-310,1996,10.6,0,9,2,22.2,0.85,0.19,0.00,0.00,18.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,e97fd090
1305,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,25-030,1997,11.7,1,12,3,25.0,1.02,0.26,0.08,0.33,16.1,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches,a2b105e0
1306,Ademola Lookman,ng NGA,FWMF,Atalanta,it Serie A,25-040,1997,9.5,7,22,8,36.4,2.31,0.84,0.23,0.63,15.4,1,2,2,5.4,3.8,0.17,+1.6,+1.2,Matches,7c104bb7
1307,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,32-059,1990,11.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f00de885
1308,Rony Lopes,pt POR,MFFW,Troyes,fr Ligue 1,26-336,1995,7.1,2,23,9,39.1,3.24,1.27,0.09,0.22,18.0,2,0,0,1.9,1.9,0.08,+0.1,+0.1,Matches,7c2965bb
1309,David López,es ESP,DFMF,Girona,es La Liga,33-051,1989,7.7,2,6,3,50.0,0.78,0.39,0.33,0.67,10.6,0,0,0,0.4,0.4,0.07,+1.6,+1.6,Matches,f03f284b
1310,Diego López,es ESP,GK,Rayo Vallecano,es La Liga,41-026,1981,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,73683fa9
1311,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,24-360,1997,12.0,0,6,2,33.3,0.50,0.17,0.00,0.00,25.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,20094685
1312,Pau López,es ESP,GK,Marseille,fr Ligue 1,27-351,1994,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,20b9f052
1313,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,27-030,1995,6.2,1,13,4,30.8,2.11,0.65,0.08,0.25,22.9,2,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches,88050721
1314,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,20-300,2002,6.7,0,5,0,0.0,0.75,0.00,0.00,,23.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,64c14d49
1315,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,36-264,1986,14.8,0,11,3,27.3,0.74,0.20,0.00,0.00,16.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,07c7eb0c
1316,Jordan Lotomba,ch SUI,DFMF,Nice,fr Ligue 1,24-061,1998,10.3,0,5,1,20.0,0.48,0.10,0.00,0.00,20.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,fc4cf6a7
1317,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,22-288,2000,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5fa57166
1318,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,24-246,1998,8.5,2,27,5,18.5,3.16,0.59,0.07,0.40,21.6,0,0,0,1.5,1.5,0.06,+0.5,+0.5,Matches,966eea58
1319,Jamal Lowe,jm JAM,FW,Bournemouth,eng Premier League,28-131,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b2856bc0
1320,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,29-218,1993,8.4,0,13,3,23.1,1.55,0.36,0.00,0.00,16.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,38699c72
1321,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,27-122,1995,8.0,3,25,8,32.0,3.13,1.00,0.08,0.25,17.7,0,1,1,4.1,3.3,0.13,-1.1,-1.3,Matches,a69e4806
1322,Pol Lozano,es ESP,MF,Espanyol,es La Liga,23-054,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ea610f00
1323,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,24-160,1998,3.2,0,5,3,60.0,1.55,0.93,0.00,0.00,18.3,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,a99138af
1324,Jhon Lucumí,co COL,DF,Bologna,it Serie A,24-156,1998,11.2,0,2,1,50.0,0.18,0.09,0.00,0.00,12.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,80490d7f
1325,José Luis Gayà,es ESP,DF,Valencia,es La Liga,27-188,1995,9.6,0,9,4,44.4,0.94,0.42,0.00,0.00,23.9,2,0,1,1.2,0.4,0.04,-1.2,-0.4,Matches,b05e2dbd
1326,José Luis Morales,es ESP,FW,Villarreal,es La Liga,35-129,1987,4.7,1,13,9,69.2,2.76,1.91,0.08,0.11,14.9,0,0,0,1.7,1.7,0.17,-0.7,-0.7,Matches,4a478107
1327,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,32-328,1990,1.0,1,2,2,100.0,2.00,2.00,0.50,0.50,10.2,0,0,0,0.1,0.1,0.05,+0.9,+0.9,Matches,921f6058
1328,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,24-204,1998,10.3,1,8,3,37.5,0.77,0.29,0.13,0.33,27.7,1,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches,6f7d826d
1329,Romelu Lukaku,be BEL,FW,Inter,it Serie A,29-200,1993,2.8,1,7,3,42.9,2.54,1.09,0.14,0.33,11.0,0,0,0,1.2,1.2,0.17,-0.2,-0.2,Matches,5eae500a
1330,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,19-347,2002,14.0,1,3,2,66.7,0.21,0.14,0.33,0.50,14.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches,5b9512c5
1331,Dodi Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,25-066,1997,14.0,7,35,14,40.0,2.50,1.00,0.14,0.36,19.6,1,2,2,4.2,2.6,0.07,+2.8,+2.4,Matches,0c61c77c
1332,Saša Lukić,rs SRB,MF,Torino,it Serie A,26-108,1996,10.3,2,11,2,18.2,1.07,0.19,0.09,0.50,21.9,1,1,1,1.4,0.6,0.05,+0.6,+0.4,Matches,c6e8cf1f
1333,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,23-291,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3061e1ec
1334,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,31-016,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8a6ab963
1335,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,26-084,1996,12.0,0,5,2,40.0,0.42,0.17,0.00,0.00,16.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,997fff07
1336,Lyanco,br BRA,DF,Southampton,eng Premier League,25-301,1997,2.6,0,3,1,33.3,1.14,0.38,0.00,0.00,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,b5bf1770
1337,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,29-038,1993,6.5,1,8,1,12.5,1.22,0.15,0.13,1.00,24.7,3,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,5efc5389
1338,Youssouf M'Changama,km COM,MF,Auxerre,fr Ligue 1,32-092,1990,3.3,0,2,0,0.0,0.60,0.00,0.00,,37.2,2,0,0,0.0,0.0,0.02,0.0,0.0,Matches,e05082d1
1339,Awer Mabil,au AUS,MFFW,Cádiz,es La Liga,27-075,1995,1.8,0,3,1,33.3,1.64,0.55,0.00,0.00,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,922da988
1340,Alexis Mac Allister,ar ARG,MF,Brighton,eng Premier League,23-340,1998,14.0,5,23,8,34.8,1.65,0.57,0.09,0.25,28.8,5,3,3,3.6,1.2,0.05,+1.4,+0.8,Matches,83d074ff
1341,Deiver Machado,co COL,DFMF,Lens,fr Ligue 1,29-088,1993,11.1,1,7,1,14.3,0.63,0.09,0.14,1.00,18.5,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,b3f8bdef
1342,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,26-006,1996,12.2,7,39,13,33.3,3.20,1.07,0.18,0.54,20.6,6,0,0,2.6,2.6,0.07,+4.4,+4.4,Matches,ee38d9c5
1343,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25-140,1997,11.3,1,5,1,20.0,0.44,0.09,0.20,1.00,14.6,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches,5db04597
1344,Soungoutou Magassa,ml MLI,MF,Monaco,fr Ligue 1,19-052,2003,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,dfc5d4fa
1345,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,24-262,1998,7.3,0,4,0,0.0,0.55,0.00,0.00,,20.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,957e4c87
1346,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,27-056,1995,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cce9f582
1347,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,24-183,1998,6.6,0,5,2,40.0,0.76,0.31,0.00,0.00,28.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,d4d35152
1348,Yohann Magnin,fr FRA,MFDF,Clermont Foot,fr Ligue 1,25-161,1997,10.5,0,7,0,0.0,0.67,0.00,0.00,,17.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,caa7aaea
1349,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,29-269,1993,3.1,0,1,0,0.0,0.32,0.00,0.00,,5.7,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches,d8931174
1350,Jon Magunacelaya,es ESP,MFFW,Real Sociedad,es La Liga,22-139,2000,0.7,0,1,1,100.0,1.38,1.38,0.00,0.00,10.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,d4808594
1351,Riyad Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,31-281,1991,4.1,1,12,4,33.3,2.90,0.97,0.08,0.25,16.7,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches,892d5bb1
1352,Arne Maier,de GER,MF,Augsburg,de Bundesliga,23-325,1999,5.9,0,9,2,22.2,1.53,0.34,0.00,0.00,26.9,3,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,ab700320
1353,Mike Maignan,fr FRA,GK,Milan,it Serie A,27-149,1995,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fcb38f57
1354,Linton Maina,de GER,FW,Köln,de Bundesliga,23-159,1999,9.0,1,18,7,38.9,2.00,0.78,0.06,0.14,15.6,0,0,0,2.3,2.3,0.13,-1.3,-1.3,Matches,e5d85da8
1355,Ainsley Maitland-Niles,eng ENG,MFDF,Southampton,eng Premier League,25-092,1997,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e3a5814e
1356,Lovro Majer,hr CRO,MFFW,Rennes,fr Ligue 1,24-316,1998,6.3,1,11,1,9.1,1.75,0.16,0.00,0.00,23.0,2,1,1,1.6,0.8,0.07,-0.6,-0.8,Matches,fc46aab1
1357,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,24-170,1998,7.1,0,6,0,0.0,0.85,0.00,0.00,,21.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,22bfb57e
1358,Béni Makouana,cg CGO,FWMF,Montpellier,fr Ligue 1,20-062,2002,1.2,0,4,0,0.0,3.43,0.00,0.00,,16.3,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches,654f49ca
1359,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,27-307,1995,7.9,0,4,1,25.0,0.51,0.13,0.00,0.00,18.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,00b28772
1360,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,23-104,1999,6.3,0,1,0,0.0,0.16,0.00,0.00,,25.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,6b6c793c
1361,Daniel Maldini,it ITA,FWMF,Spezia,it Serie A,21-049,2001,1.8,1,4,3,75.0,2.18,1.64,0.25,0.33,16.3,0,0,0,0.5,0.5,0.14,+0.5,+0.5,Matches,801831fe
1362,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,24-099,1998,3.3,0,7,0,0.0,2.12,0.00,0.00,,15.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,4c8845f7
1363,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,23-314,1999,7.5,0,18,8,44.4,2.41,1.07,0.00,0.00,16.6,1,0,0,1.8,1.8,0.10,-1.8,-1.8,Matches,864163f3
1364,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,29-209,1993,6.0,1,19,6,31.6,3.15,0.99,0.05,0.17,25.6,0,0,0,0.6,0.6,0.03,+0.4,+0.4,Matches,48d5bd33
1365,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31-160,1991,9.7,0,8,2,25.0,0.82,0.21,0.00,0.00,13.0,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,cb574619
1366,Mickael Malsa,mq MTQ,MF,Valladolid,es La Liga,27-048,1995,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bbc19252
1367,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22-061,2000,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d4b73232
1368,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,22-336,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0f86995c
1369,Gianluca Mancini,it ITA,DF,Roma,it Serie A,26-226,1996,13.3,0,7,1,14.3,0.53,0.08,0.00,0.00,10.1,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches,5aa53281
1370,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,37-246,1985,12.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1d2d5cc8
1371,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,28-312,1994,13.8,0,3,0,0.0,0.22,0.00,0.00,,29.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,c20bdcd7
1372,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,31-038,1991,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fbd6378b
1373,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25-153,1997,9.7,1,22,4,18.2,2.28,0.41,0.05,0.25,23.3,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches,c7259b83
1374,Sadio Mané,sn SEN,FW,Bayern Munich,de Bundesliga,30-233,1992,10.1,6,39,17,43.6,3.87,1.69,0.13,0.29,13.5,0,1,2,5.9,4.2,0.11,+0.1,+0.8,Matches,c691bfe2
1375,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,24-256,1998,3.0,0,4,1,25.0,1.35,0.34,0.00,0.00,23.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,a572e291
1376,Thomas Mangani,fr FRA,MF,Ajaccio,fr Ligue 1,35-214,1987,5.8,1,6,0,0.0,1.04,0.00,0.00,,29.5,2,1,2,1.9,0.3,0.05,-0.9,-0.3,Matches,c801616a
1377,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,34-272,1988,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c4173f1a
1378,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,28-208,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,758dd7f0
1379,Myziane Maolida,fr FRA,FWMF,Hertha BSC,de Bundesliga,23-288,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,706a60e1
1380,Faitout Maouassa,fr FRA,FWDF,Montpellier,fr Ligue 1,24-146,1998,7.3,1,11,5,45.5,1.51,0.69,0.09,0.20,22.6,1,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches,e54a9890
